"Name","State","Notes","User","Tags","Created","Runtime","Sweep","add_gaussian_noise","batch_size","corrector_name","dataset","do_sample","max_samples","max_seq_length","model_name","noise_lambda","num_steps","sequence_beam_width","top_p","dataset_list","max_querry_samples","noise_mean","noise_std","quantize_list","ada_emb_cos_sim_mean","ada_emb_cos_sim_sem","bleu","bleu_score","bleu_score_sem","emb_cos_sim","emb_cos_sim_sem","exact","exact_match","exact_match_sem","f1","n_ngrams_match_1","n_ngrams_match_2","n_ngrams_match_3","num_pred_words","num_true_words","rouge_score","token_set_f1","token_set_f1_sem","token_set_precision","token_set_recall","arguana.lambda noise 0.001.bleu","arguana.lambda noise 0.001.bleu_score_sem","arguana.lambda noise 0.001.ndcg","arguana.lambda noise 0.01.bleu","arguana.lambda noise 0.01.bleu_score_sem","arguana.lambda noise 0.01.ndcg","arguana.lambda noise 0.1.bleu","arguana.lambda noise 0.1.bleu_score_sem","arguana.lambda noise 0.1.ndcg","arguana.lambda noise 1.bleu","arguana.lambda noise 1.bleu_score_sem","arguana.lambda noise 1.ndcg","arguana.method: naive-8-bit.bleu","arguana.method: naive-8-bit.bleu_score_sem","arguana.method: naive-8-bit.ndcg","arguana.method: zero_point.bleu","arguana.method: zero_point.bleu_score_sem","arguana.method: zero_point.ndcg","fiqa.lambda noise 0.001.bleu","fiqa.lambda noise 0.001.bleu_score_sem","fiqa.lambda noise 0.001.ndcg","fiqa.lambda noise 0.01.bleu","fiqa.lambda noise 0.01.bleu_score_sem","fiqa.lambda noise 0.01.ndcg","fiqa.lambda noise 0.1.bleu","fiqa.lambda noise 0.1.bleu_score_sem","fiqa.lambda noise 0.1.ndcg","fiqa.lambda noise 1.bleu","fiqa.lambda noise 1.bleu_score_sem","fiqa.lambda noise 1.ndcg","fiqa.method: naive-8-bit.bleu","fiqa.method: naive-8-bit.bleu_score_sem","fiqa.method: naive-8-bit.ndcg","fiqa.method: zero_point.bleu","fiqa.method: zero_point.bleu_score_sem","fiqa.method: zero_point.ndcg","nfcorpus.lambda noise 0.001.bleu","nfcorpus.lambda noise 0.001.bleu_score_sem","nfcorpus.lambda noise 0.001.ndcg","nfcorpus.lambda noise 0.01.bleu","nfcorpus.lambda noise 0.01.bleu_score_sem","nfcorpus.lambda noise 0.01.ndcg","nfcorpus.lambda noise 0.1.bleu","nfcorpus.lambda noise 0.1.bleu_score_sem","nfcorpus.lambda noise 0.1.ndcg","nfcorpus.lambda noise 1.bleu","nfcorpus.lambda noise 1.bleu_score_sem","nfcorpus.lambda noise 1.ndcg","nfcorpus.method: naive-8-bit.bleu","nfcorpus.method: naive-8-bit.bleu_score_sem","nfcorpus.method: naive-8-bit.ndcg","nfcorpus.method: zero_point.bleu","nfcorpus.method: zero_point.bleu_score_sem","nfcorpus.method: zero_point.ndcg","quora.lambda noise 0.001.bleu","quora.lambda noise 0.001.bleu_score_sem","quora.lambda noise 0.001.ndcg","quora.lambda noise 0.01.bleu","quora.lambda noise 0.01.bleu_score_sem","quora.lambda noise 0.01.ndcg","quora.lambda noise 0.1.bleu","quora.lambda noise 0.1.bleu_score_sem","quora.lambda noise 0.1.ndcg","quora.lambda noise 1.bleu","quora.lambda noise 1.bleu_score_sem","quora.lambda noise 1.ndcg","quora.method: naive-8-bit.bleu","quora.method: naive-8-bit.bleu_score_sem","quora.method: naive-8-bit.ndcg","quora.method: zero_point.bleu","quora.method: zero_point.bleu_score_sem","quora.method: zero_point.ndcg","scifact.lambda noise 0.001.bleu","scifact.lambda noise 0.001.bleu_score_sem","scifact.lambda noise 0.001.ndcg","scifact.lambda noise 0.01.bleu","scifact.lambda noise 0.01.bleu_score_sem","scifact.lambda noise 0.01.ndcg","scifact.lambda noise 0.1.bleu","scifact.lambda noise 0.1.bleu_score_sem","scifact.lambda noise 0.1.ndcg","scifact.lambda noise 1.bleu","scifact.lambda noise 1.bleu_score_sem","scifact.lambda noise 1.ndcg","scifact.method: naive-8-bit.bleu","scifact.method: naive-8-bit.bleu_score_sem","scifact.method: naive-8-bit.ndcg","scifact.method: zero_point.bleu","scifact.method: zero_point.bleu_score_sem","scifact.method: zero_point.ndcg","vihealthqa.lambda noise 0.001.bleu","vihealthqa.lambda noise 0.001.bleu_score_sem","vihealthqa.lambda noise 0.001.ndcg","vihealthqa.lambda noise 0.01.bleu","vihealthqa.lambda noise 0.01.bleu_score_sem","vihealthqa.lambda noise 0.01.ndcg","vihealthqa.lambda noise 0.1.bleu","vihealthqa.lambda noise 0.1.bleu_score_sem","vihealthqa.lambda noise 0.1.ndcg","vihealthqa.lambda noise 1.bleu","vihealthqa.lambda noise 1.bleu_score_sem","vihealthqa.lambda noise 1.ndcg","vihealthqa.method: naive-8-bit.bleu","vihealthqa.method: naive-8-bit.bleu_score_sem","vihealthqa.method: naive-8-bit.ndcg","vihealthqa.method: zero_point.bleu","vihealthqa.method: zero_point.bleu_score_sem","vihealthqa.method: zero_point.ndcg","arguana.method: nothing.bleu","arguana.method: nothing.bleu_score_sem","arguana.method: nothing.ndcg","fiqa.method: nothing.bleu","fiqa.method: nothing.bleu_score_sem","fiqa.method: nothing.ndcg","nfcorpus.method: nothing.bleu","nfcorpus.method: nothing.bleu_score_sem","nfcorpus.method: nothing.ndcg","quora.method: nothing.bleu","quora.method: nothing.bleu_score_sem","quora.method: nothing.ndcg","scifact.method: nothing.bleu","scifact.method: nothing.bleu_score_sem","scifact.method: nothing.ndcg","vihealthqa.method: nothing.bleu","vihealthqa.method: nothing.bleu_score_sem","vihealthqa.method: nothing.ndcg","average_cpu_flops_per_sample","average_cpu_memory_per_sample","average_cuda_flops_per_sample","average_cuda_memory_per_sample","total_cpu_flops","total_cpu_memory","total_cuda_flops","total_cuda_memory"
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-32_beam-2_nucleus-False","finished","-","","","2024-12-10T23:45:21.000Z","229","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","32","2","","","","","","","0.9926847219467164","0.001900270814076066","","91.27988615024977","1.8983592845249924","","","","0.76","0.04292346959909278","","24.06","22.02","20.39","24.68","24.7","0.9784242325987268","0.9786757813367908","0.006831327084345926","0.9764323369866847","0.981197360610404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-16_beam-8_nucleus-False","finished","-","","","2024-12-10T23:33:17.000Z","683","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","16","8","","","","","","","0.9981172680854796","0.0009338379604741932","","98.52818922101376","0.7759706220239512","","","","0.94","0.023868325657594204","","24.65","23.48","22.37","24.71","24.7","0.9958653846153848","0.9958964484381686","0.00337537374913952","0.996140350877193","0.9956641604010024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-16_beam-4_nucleus-False","finished","-","","","2024-12-10T23:29:15.000Z","234","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","16","4","","","","","","","0.996330976486206","0.0011976681416854262","","95.59118705337504","1.3325780101390046","","","","0.87","0.03379976689896311","","24.4","22.87","21.58","24.7","24.7","0.9888992532015786","0.9876541791088536","0.004443043173487286","0.9872506793168692","0.9882103416754446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-16_beam-2_nucleus-False","finished","-","","","2024-12-10T23:27:03.000Z","124","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","16","2","","","","","","","0.9925522804260254","0.0018963755574077368","","91.39934953781884","1.8212593154111647","","","","0.75","0.04351941398892446","","24.09","22.07","20.41","24.68","24.7","0.9795827231003842","0.9799081872287714","0.006177170344174875","0.9781310549354028","0.9819833137876616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-8_beam-8_nucleus-False","finished","-","","","2024-12-10T23:20:37.000Z","341","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","8","8","","","","","","","0.9978904724121094","0.0009498773142695428","","97.92266421371669","0.8752678728493931","","","","0.92","0.027265992434429072","","24.6","23.35","22.19","24.7","24.7","0.9944132653061224","0.9939815548211474","0.0038602099385420655","0.9940570175438596","0.99392502996622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-8_beam-4_nucleus-False","finished","-","","","2024-12-10T23:18:18.000Z","131","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","8","4","","","","","","","0.9951828718185424","0.0013938841875642538","","94.51317781016245","1.4841435554796485","","","","0.84","0.036845294917747066","","24.31","22.68","21.32","24.7","24.7","0.9862514584366522","0.984912243060624","0.004685640071553925","0.9844185114847014","0.9855692631887136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-8_beam-2_nucleus-False","finished","-","","","2024-12-10T23:16:56.000Z","75","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","8","2","","","","","","","0.9903231859207152","0.002197497058659792","","88.75860696781649","2.07185866660353","","","","0.7","0.04605661864718382","","23.84","21.5","19.68","24.72","24.7","0.96901016137369","0.9693817704880096","0.008017660783615994","0.9675629896673372","0.9714849961632568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-4_beam-8_nucleus-False","finished","-","","","2024-12-10T23:13:27.000Z","167","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","4","8","","","","","","","0.9932167530059814","0.001571230823174119","","92.22738064642132","1.7539878770857094","","","","0.75","0.04351941398892446","","24.02","22.17","20.64","24.68","24.7","0.9744008973874588","0.9740579772357494","0.006370049267635252","0.9731290280213049","0.975227543193733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-4_beam-4_nucleus-False","finished","-","","","2024-12-10T23:12:02.000Z","78","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","4","4","","","","","","","0.9904359579086304","0.0017455059569329023","","86.72700597668117","2.2178048491652556","","","","0.62","0.048783173121456344","","23.73","21.11","19.26","24.63","24.7","0.9648220374625762","0.9637905465453585","0.007584165028034606","0.9603210747426992","0.967756594016454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-4_beam-2_nucleus-False","finished","-","","","2024-12-10T23:11:01.000Z","53","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","4","2","","","","","","","0.9827036261558532","0.003082056064158678","","81.27620951683691","2.7357930408058477","","","","0.59","0.049431107042371025","","23.01","19.9","17.82","24.71","24.7","0.9340808393410218","0.9365043139564404","0.011986649597108111","0.9328917950809256","0.9404821698430392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-2_beam-8_nucleus-False","finished","-","","","2024-12-10T23:08:43.000Z","80","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","2","8","","","","","","","0.976479172706604","0.003325077472254634","","74.6066038259744","2.869272645276359","","","","0.46","0.05009082659620331","","22.32","18.56","16.23","24.57","24.7","0.9131545883023182","0.914407502832135","0.011536111703159609","0.91088424783975","0.9191972821823036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-2_beam-4_nucleus-False","finished","-","","","2024-12-10T23:07:39.000Z","56","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","2","4","","","","","","","0.9699956774711608","0.003825850784778595","","71.16588321178835","2.875528452068794","","","","0.37","0.048523658709390974","","22.04","17.9","15.38","24.51","24.7","0.8988425126679255","0.9035150634276812","0.012869716595216444","0.8996384194245846","0.9085809643404708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-2_beam-2_nucleus-False","finished","-","","","2024-12-10T23:06:52.000Z","39","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","2","2","","","","","","","0.9694300889968872","0.003721339162439108","","67.01194001050462","3.006959128395788","","","","0.34","0.04760952285695233","","21.49","16.94","14.28","24.49","24.7","0.8774746885134938","0.8826075510103253","0.013630902515328312","0.8773757532685077","0.8889145702885977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-16_nucleus-False","finished","-","","","2024-12-10T23:06:06.000Z","38","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","16","","","","","","","0.957388401031494","0.003945068456232548","","58.132904646650715","3.0176238590556523","","","","0.2","0.04020151261036849","","20.22","14.99","12.08","24.26","24.7","0.8365797380678914","0.8354744130035247","0.01570161426076131","0.8252603811294921","0.8470928132804565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-8_nucleus-False","finished","-","","","2024-12-10T23:05:22.000Z","36","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","8","","","","","","","0.9492450952529908","0.004405847750604153","","56.05467804989403","2.9790731120302443","","","","0.16","0.036845294917747066","","20.04","14.72","11.69","24.32","24.7","0.8249340569484414","0.8268369463435795","0.015397650141259262","0.8183044725537895","0.8368854141589605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-4_nucleus-False","finished","-","","","2024-12-10T23:04:41.000Z","33","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","4","","","","","","","0.9487131237983704","0.004143279045820236","","54.31997802334885","2.9756557632590943","","","","0.15","0.03588702812826367","","19.93","14.36","11.28","24.34","24.7","0.8226299151674898","0.8188051819763469","0.015089296385296786","0.8099484161028245","0.8293717605644582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-2_nucleus-False","finished","-","","","2024-12-10T23:03:56.000Z","37","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","2","","","","","","","0.945679783821106","0.004102390259504318","","52.34016798433925","2.904909020042848","","","","0.14","0.0348735088019777","","19.74","13.97","10.86","24.42","24.7","0.8092265376296826","0.8096945650559753","0.015391501326047538","0.80090258963503","0.820190285420397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-4_nucleus-False","finished","-","","","2024-12-10T22:40:36.000Z","27","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","4","","","","","","","0.9487148523330688","0.00414410512894392","","54.31997802334885","2.9756557632590943","","","","0.15","0.03588702812826367","","19.93","14.36","11.28","24.34","24.7","0.8226299151674898","0.8188051819763469","0.015089296385296786","0.8099484161028245","0.8293717605644582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-64_beam-2_nucleus-False","finished","-","","","2024-12-10T22:36:26.000Z","242","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","64","2","","","","","","","0.9926193952560424","0.0019147016573697329","","91.44063244063972","1.8382354972968304","","","","0.76","0.04292346959909278","","24.05","22.07","20.43","24.68","24.7","0.9782936203538288","0.9784152515929786","0.006966088696811498","0.9764323369866847","0.9806756214799692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-64_beam-2_nucleus-False","finished","-","","","2024-12-10T22:32:14.000Z","244","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","64","2","","","","","","","0.9926177263259888","0.0019138393690809608","","91.44063244063972","1.8382354972968304","","","","0.76","0.04292346959909278","","24.05","22.07","20.43","24.68","24.7","0.9782936203538288","0.9784152515929786","0.006966088696811498","0.9764323369866847","0.9806756214799692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-32_beam-2_nucleus-False","finished","-","","","2024-12-10T22:29:54.000Z","132","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","32","2","","","","","","","0.9926742315292358","0.0019008566159754992","","91.27988615024977","1.8983592845249924","","","","0.76","0.04292346959909278","","24.06","22.02","20.39","24.68","24.7","0.9784242325987268","0.9786757813367908","0.006831327084345926","0.9764323369866847","0.981197360610404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-16_beam-2_nucleus-False","finished","-","","","2024-12-10T22:28:27.000Z","79","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","16","2","","","","","","","0.9925514459609984","0.001898197690024972","","91.39934953781884","1.8212593154111647","","","","0.75","0.04351941398892446","","24.09","22.07","20.41","24.68","24.7","0.9795827231003842","0.9799081872287714","0.006177170344174875","0.9781310549354028","0.9819833137876616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-8_beam-2_nucleus-False","finished","-","","","2024-12-10T22:27:27.000Z","52","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","8","2","","","","","","","0.990324854850769","0.002197838854044676","","88.75860696781649","2.07185866660353","","","","0.7","0.04605661864718382","","23.84","21.5","19.68","24.72","24.7","0.96901016137369","0.9693817704880096","0.008017660783615994","0.9675629896673372","0.9714849961632568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-4_beam-2_nucleus-False","finished","-","","","2024-12-10T22:26:39.000Z","40","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","4","2","","","","","","","0.9826793074607848","0.003081535454839468","","81.27620951683691","2.7357930408058477","","","","0.59","0.049431107042371025","","23.01","19.9","17.82","24.71","24.7","0.9340808393410218","0.9365043139564404","0.011986649597108111","0.9328917950809256","0.9404821698430392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-2_beam-2_nucleus-False","finished","-","","","2024-12-10T22:25:58.000Z","33","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","2","2","","","","","","","0.9694464206695556","0.003721055341884494","","67.01194001050462","3.006959128395788","","","","0.34","0.04760952285695233","","21.49","16.94","14.28","24.49","24.7","0.8774746885134938","0.8826075510103253","0.013630902515328312","0.8773757532685077","0.8889145702885977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-2_nucleus-False","finished","-","","","2024-12-10T22:25:19.000Z","31","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","2","","","","","","","0.945707619190216","0.004101600497961044","","52.34016798433925","2.904909020042848","","","","0.14","0.0348735088019777","","19.74","13.97","10.86","24.42","24.7","0.8092265376296826","0.8096945650559753","0.015391501326047538","0.80090258963503","0.820190285420397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-2_beam-2_nucleus-False","finished","-","","","2024-12-10T21:51:11.000Z","221","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","2","2","","","","","","","0.9694390296936036","0.003722029272466898","","67.01194001050462","3.006959128395788","","","","0.34","0.04760952285695233","","21.49","16.94","14.28","24.49","24.7","0.8774746885134938","0.8826075510103253","0.013630902515328312","0.8773757532685077","0.8889145702885977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0"
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-2_nucleus-False","finished","-","","","2024-12-10T21:49:05.000Z","109","","false","128","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","2","","","","","","","0.9456828236579896","0.004101461265236139","","52.34016798433925","2.904909020042848","","","","0.14","0.0348735088019777","","19.74","13.97","10.86","24.42","24.7","0.8092265376296826","0.8096945650559753","0.015391501326047538","0.80090258963503","0.820190285420397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0"
